"","customer_id","recency_days","transaction_count","amount","recency_score","frequency_score","monetary_score","rfm_score"
"18309",37043,7,13,1224,10,9,8,1098
"18310",4655,110,14,1253,7,9,9,799
"18311",21111,68,14,1182,9,9,8,998
"18312",39676,438,5,394,1,1,1,111
"18313",39754,224,8,801,3,3,4,334
"18314",33501,435,5,524,1,1,2,112
"18315",11912,412,10,855,1,5,5,155
"18316",28103,224,10,622,3,5,2,352
"18317",14494,38,14,1296,10,9,9,1099
"18318",17857,448,13,1396,1,9,9,199
"18319",7386,166,9,914,5,4,6,546
"18320",8296,162,6,720,5,1,3,513
"18321",826,294,10,938,2,5,6,256
"18322",23199,173,10,807,5,5,4,554
"18323",34901,164,9,1155,5,4,8,548
"18324",20163,269,12,1334,2,8,9,289
"18325",30853,147,4,396,6,1,1,611
"18326",24077,151,9,953,5,4,6,546
"18327",27354,36,14,1566,10,9,10,1100
"18328",22671,98,11,1262,8,7,9,879
"18329",13775,463,6,518,1,1,2,112
"18330",15409,169,15,1581,5,10,10,610
"18331",38747,177,7,604,4,2,2,422
"18332",17836,56,14,1122,9,9,8,998
"18333",39990,277,9,898,2,4,5,245
"18334",8523,203,9,874,4,4,5,445
"18335",15749,477,3,306,1,1,1,111
"18336",37310,111,7,942,7,2,6,726
"18337",14108,100,17,1626,8,10,10,910
"18338",20443,121,7,411,7,2,1,721
"18339",24335,241,8,756,3,3,4,334
"18340",22675,259,7,515,3,2,2,322
"18341",18612,177,8,695,4,3,3,433
"18342",8124,133,14,1381,6,9,9,699
"18343",6866,56,10,712,9,5,3,953
"18344",10936,306,6,740,2,1,4,214
"18345",35845,89,10,1009,8,5,7,857
"18346",30188,140,13,835,6,9,5,695
"18347",13915,211,13,1116,3,9,8,398
"18348",13127,191,11,1138,4,7,8,478
"18349",15442,119,11,1270,7,7,9,779
"18350",25280,171,15,1493,5,10,10,610
"18351",16704,545,4,449,1,1,1,111
"18352",3546,101,4,394,8,1,1,811
"18353",5939,83,13,1199,8,9,8,898
"18354",39938,101,12,842,8,8,5,885
"18355",15891,35,9,814,10,4,4,1044
"18356",29319,220,15,1062,3,10,7,407
"18357",7181,347,4,315,2,1,1,211
"18358",25368,78,8,734,8,3,3,833
"18359",36196,169,6,440,5,1,1,511
"18360",6773,163,10,1230,5,5,9,559
"18361",25870,214,15,1706,3,10,10,410
"18362",35637,210,9,831,4,4,5,445
"18363",4753,66,7,913,9,2,5,925
"18364",22974,27,16,1335,10,10,9,1109
"18365",14554,397,12,1206,1,8,8,188
"18366",3586,59,12,1541,9,8,10,990
"18367",11089,448,8,756,1,3,4,134
"18368",12033,278,11,1040,2,7,7,277
"18369",31693,289,9,860,2,4,5,245
"18370",17782,240,9,836,3,4,5,345
"18371",24844,272,10,840,2,5,5,255
"18372",1465,165,9,903,5,4,5,545
"18373",23225,253,11,1014,3,7,7,377
"18374",10509,132,12,1348,6,8,9,689
"18375",9292,448,7,650,1,2,3,123
"18376",15315,252,15,1188,3,10,8,408
"18377",16577,17,10,569,10,5,2,1052
"18378",10289,202,6,568,4,1,2,412
"18379",16072,149,10,813,6,5,4,654
"18380",7861,163,15,1101,5,10,7,607
"18381",11744,65,10,736,9,5,3,953
"18382",9005,377,9,911,2,4,5,245
"18383",740,202,7,693,4,2,3,423
"18384",1678,71,11,1254,9,7,9,979
"18385",18584,456,9,635,1,4,2,142
"18386",6913,32,11,862,10,7,5,1075
"18387",29849,67,11,1266,9,7,9,979
"18388",6964,16,14,1089,10,9,7,1097
"18389",2832,151,10,926,5,5,6,556
"18390",4249,165,13,1256,5,9,9,599
"18391",29740,482,8,789,1,3,4,134
"18392",33968,118,12,1231,7,8,9,789
"18393",28447,381,5,497,2,1,1,211
"18394",10514,33,12,1378,10,8,9,1089
"18395",14642,261,10,1104,3,5,8,358
"18396",24466,108,12,1131,7,8,8,788
"18397",11102,441,6,425,1,1,1,111
"18398",1904,100,12,1403,8,8,10,890
"18399",33061,67,15,1580,9,10,10,1010
"18400",31232,139,10,1010,6,5,7,657
"18401",26934,137,9,897,6,4,5,645
"18402",3432,187,12,1029,4,8,7,487
"18403",25986,99,14,1118,8,9,8,898
"18404",16051,138,10,808,6,5,4,654
"18405",2050,181,5,508,4,1,1,411
"18406",20708,35,14,1789,10,9,10,1100
"18407",22125,79,11,859,8,7,5,875
"18408",29169,56,15,1531,9,10,10,1010
"18409",20250,222,6,510,3,1,1,311
"18410",6510,374,13,1445,2,9,10,300
"18411",5498,191,16,1364,4,10,9,509
"18412",24555,64,4,438,9,1,1,911
"18413",19574,136,11,1036,6,7,7,677
"18414",9660,84,8,771,8,3,4,834
"18415",36383,159,9,1064,5,4,7,547
"18416",39055,215,7,605,3,2,2,322
"18417",19658,385,8,851,2,3,5,235
"18418",18200,422,7,461,1,2,1,121
"18419",14969,116,11,1213,7,7,8,778
"18420",32191,199,6,629,4,1,2,412
"18421",15994,101,9,815,8,4,4,844
"18422",22942,41,7,831,10,2,5,1025
"18423",30103,205,14,1363,4,9,9,499
"18424",17397,196,16,1640,4,10,10,510
"18425",36424,134,9,856,6,4,5,645
"18426",23310,136,16,1987,6,10,10,710
"18427",5572,201,11,1023,4,7,7,477
"18428",9803,192,13,925,4,9,6,496
"18429",11274,150,10,821,5,5,4,554
"18430",30576,203,10,1038,4,5,7,457
"18431",39983,42,10,728,10,5,3,1053
"18432",28648,57,11,1030,9,7,7,977
"18433",80,16,14,1556,10,9,10,1100
"18434",39807,75,7,630,9,2,2,922
"18435",26495,66,18,1688,9,10,10,1010
"18436",1152,108,7,782,7,2,4,724
"18437",2286,307,7,793,2,2,4,224
"18438",22805,536,4,208,1,1,1,111
"18439",5664,216,7,728,3,2,3,323
"18440",18677,188,16,1406,4,10,10,510
"18441",38016,76,7,838,9,2,5,925
"18442",29280,121,5,436,7,1,1,711
"18443",14895,100,11,757,8,7,4,874
"18444",29069,374,5,314,2,1,1,211
"18445",24354,226,10,1321,3,5,9,359
"18446",34158,126,8,562,6,3,2,632
"18447",34023,277,7,657,2,2,3,223
"18448",12857,530,8,991,1,3,6,136
"18449",21248,207,11,931,4,7,6,476
"18450",19189,67,11,1031,9,7,7,977
"18451",29389,560,3,222,1,1,1,111
"18452",7550,76,16,1657,9,10,10,1010
"18453",24440,316,8,888,2,3,5,235
"18454",477,133,9,1085,6,4,7,647
"18455",16540,311,6,584,2,1,2,212
"18456",2532,189,5,683,4,1,3,413
"18457",34710,161,15,1275,5,10,9,609
"18458",36808,206,11,1616,4,7,10,480
"18459",19376,166,13,772,5,9,4,594
"18460",33495,390,9,1208,2,4,8,248
"18461",20519,24,16,1854,10,10,10,1110
"18462",14814,537,5,289,1,1,1,111
"18463",14118,151,7,935,5,2,6,526
"18464",902,116,18,1268,7,10,9,809
"18465",26286,278,8,816,2,3,4,234
"18466",14428,20,7,629,10,2,2,1022
"18467",28615,95,11,1008,8,7,7,877
"18468",35672,115,8,491,7,3,1,731
"18469",38028,210,12,1075,4,8,7,487
"18470",15437,75,12,852,9,8,5,985
"18471",2302,107,7,632,7,2,2,722
"18472",38693,149,7,543,6,2,2,622
"18473",5089,80,11,1316,8,7,9,879
"18474",1618,220,9,680,3,4,3,343
"18475",8066,266,12,1255,2,8,9,289
"18476",11876,223,5,597,3,1,2,312
"18477",27806,184,8,860,4,3,5,435
"18478",11668,90,12,1218,8,8,8,888
"18479",35054,121,8,735,7,3,3,733
"18480",24362,97,9,917,8,4,6,846
"18481",15792,35,10,874,10,5,5,1055
"18482",18220,76,14,1387,9,9,9,999
"18483",38861,94,14,1275,8,9,9,899
"18484",1637,125,15,1658,7,10,10,810
"18485",111,119,8,713,7,3,3,733
"18486",23914,343,5,586,2,1,2,212
"18487",8938,247,7,687,3,2,3,323
"18488",4299,126,11,773,6,7,4,674
"18489",21058,169,10,996,5,5,6,556
"18490",25887,107,14,958,7,9,6,796
"18491",13509,218,11,879,3,7,5,375
"18492",14828,173,10,944,5,5,6,556
"18493",15411,134,10,925,6,5,6,656
"18494",33855,133,11,1087,6,7,7,677
"18495",1535,63,8,712,9,3,3,933
"18496",27512,206,7,653,4,2,3,423
"18497",14995,179,10,788,4,5,4,454
"18498",18867,86,12,1045,8,8,7,887
"18499",6884,231,5,376,3,1,1,311
"18500",35964,186,12,1089,4,8,7,487
"18501",36285,160,8,1027,5,3,7,537
"18502",17892,114,14,1280,7,9,9,799
"18503",21634,232,12,1304,3,8,9,389
"18504",17974,28,16,988,10,10,6,1106
"18505",14107,73,11,722,9,7,3,973
"18506",33392,215,12,1170,3,8,8,388
"18507",32997,333,6,825,2,1,4,214
"18508",19272,131,9,742,6,4,4,644
"18509",22808,79,11,1249,8,7,9,879
"18510",24589,5,11,1237,10,7,9,1079
"18511",33976,181,10,1340,4,5,9,459
"18512",5916,125,9,838,7,4,5,745
"18513",30696,69,11,1074,9,7,7,977
"18514",29569,13,10,536,10,5,2,1052
"18515",32921,56,12,1333,9,8,9,989
"18516",34941,207,7,666,4,2,3,423
"18517",27578,58,11,894,9,7,5,975
"18518",25182,157,14,1682,5,9,10,600
"18519",8815,123,8,820,7,3,4,734
"18520",9774,213,14,1395,3,9,9,399
"18521",4746,211,7,709,3,2,3,323
"18522",8235,239,6,365,3,1,1,311
"18523",14894,401,7,755,1,2,4,124
"18524",17026,57,13,1061,9,9,7,997
"18525",22493,200,10,774,4,5,4,454
"18526",25351,196,16,1313,4,10,9,509
"18527",32792,181,10,1028,4,5,7,457
"18528",37755,137,11,1316,6,7,9,679
"18529",15575,84,15,1641,8,10,10,910
"18530",11609,127,7,563,6,2,2,622
"18531",35785,283,10,909,2,5,5,255
"18532",9658,176,9,975,5,4,6,546
"18533",23789,34,10,727,10,5,3,1053
"18534",19609,443,10,1009,1,5,7,157
"18535",16221,259,12,1002,3,8,6,386
"18536",33522,204,9,944,4,4,6,446
"18537",38416,84,8,977,8,3,6,836
"18538",28864,187,8,638,4,3,2,432
"18539",39208,79,8,961,8,3,6,836
"18540",16598,231,11,1241,3,7,9,379
"18541",34697,145,5,522,6,1,2,612
"18542",7015,201,14,1352,4,9,9,499
"18543",15969,216,11,1027,3,7,7,377
"18544",30232,292,8,1210,2,3,8,238
"18545",39865,245,8,825,3,3,4,334
"18546",19628,120,3,280,7,1,1,711
"18547",12008,373,8,790,2,3,4,234
"18548",39952,27,10,968,10,5,6,1056
"18549",3967,53,12,1636,9,8,10,990
"18550",221,290,8,621,2,3,2,232
"18551",35050,448,8,745,1,3,4,134
"18552",21152,96,10,972,8,5,6,856
"18553",4083,427,11,938,1,7,6,176
"18554",14690,159,10,825,5,5,4,554
"18555",12241,136,8,591,6,3,2,632
"18556",28142,186,6,392,4,1,1,411
"18557",241,474,7,486,1,2,1,121
"18558",12454,27,15,1079,10,10,7,1107
"18559",3639,316,12,1284,2,8,9,289
"18560",11661,155,10,654,5,5,3,553
"18561",34866,269,8,713,2,3,3,233
"18562",37532,217,9,1113,3,4,8,348
"18563",34025,92,11,1151,8,7,8,878
"18564",38341,115,13,919,7,9,6,796
"18565",14631,85,12,1250,8,8,9,889
"18566",31345,124,15,1333,7,10,9,809
"18567",31240,418,7,469,1,2,1,121
"18568",1596,92,9,624,8,4,2,842
"18569",14748,158,6,358,5,1,1,511
"18570",27958,446,4,535,1,1,2,112
"18571",32759,237,13,1412,3,9,10,400
"18572",38439,351,7,704,2,2,3,223
"18573",12140,157,13,1429,5,9,10,600
"18574",12897,206,7,719,4,2,3,423
"18575",33672,333,6,611,2,1,2,212
"18576",14171,214,15,1188,3,10,8,408
"18577",29413,37,10,1152,10,5,8,1058
"18578",33573,170,5,371,5,1,1,511
"18579",2262,140,9,705,6,4,3,643
"18580",25727,283,6,547,2,1,2,212
"18581",12906,89,10,1293,8,5,9,859
"18582",32410,109,8,841,7,3,5,735
"18583",18316,92,8,559,8,3,2,832
"18584",8668,118,6,467,7,1,1,711
"18585",6246,76,13,1224,9,9,8,998
"18586",10928,2,12,1023,10,8,7,1087
"18587",28393,67,16,1556,9,10,10,1010
"18588",2668,100,15,1564,8,10,10,910
"18589",10748,446,8,726,1,3,3,133
"18590",12853,11,17,1678,10,10,10,1110
"18591",36940,151,9,837,5,4,5,545
"18592",17736,278,5,758,2,1,4,214
"18593",11319,309,9,1242,2,4,9,249
"18594",3122,51,9,991,9,4,6,946
"18595",1800,225,13,1287,3,9,9,399
"18596",17229,18,13,1640,10,9,10,1100
"18597",39061,528,8,842,1,3,5,135
"18598",32726,176,13,1175,5,9,8,598
"18599",11625,246,5,444,3,1,1,311
"18600",34862,385,5,630,2,1,2,212
"18601",33380,90,7,718,8,2,3,823
"18602",15460,23,13,1045,10,9,7,1097
"18603",2951,434,6,554,1,1,2,112
"18604",38132,184,7,748,4,2,4,424
"18605",1605,339,11,1086,2,7,7,277
"18606",5166,24,12,790,10,8,4,1084
"18607",21914,18,8,806,10,3,4,1034
"18608",19410,257,9,1023,3,4,7,347
"18609",26451,431,11,1061,1,7,7,177
"18610",32562,520,6,581,1,1,2,112
"18611",37044,136,9,848,6,4,5,645
"18612",37963,96,12,1062,8,8,7,887
"18613",8455,96,9,607,8,4,2,842
"18614",37676,28,13,1373,10,9,9,1099
"18615",10258,98,11,1596,8,7,10,880
"18616",26769,180,11,1018,4,7,7,477
"18617",32642,114,14,1459,7,9,10,800
"18618",160,137,10,1025,6,5,7,657
"18619",14392,119,13,1408,7,9,10,800
"18620",19602,41,16,1719,10,10,10,1110
"18621",17941,82,5,434,8,1,1,811
"18622",11453,128,7,535,6,2,2,622
"18623",1014,181,5,429,4,1,1,411
"18624",27580,12,15,1488,10,10,10,1110
"18625",39358,183,5,449,4,1,1,411
"18626",10248,262,12,1277,3,8,9,389
"18627",9301,473,8,886,1,3,5,135
"18628",8843,506,10,1126,1,5,8,158
"18629",5768,169,13,1544,5,9,10,600
"18630",5550,152,12,1027,5,8,7,587
"18631",33192,226,10,1055,3,5,7,357
"18632",35870,61,7,909,9,2,5,925
"18633",18964,104,10,1240,7,5,9,759
"18634",9971,136,12,1050,6,8,7,687
"18635",26807,277,11,1104,2,7,8,278
"18636",10118,291,6,553,2,1,2,212
"18637",15797,269,7,551,2,2,2,222
"18638",9144,41,12,1075,10,8,7,1087
"18639",33651,209,3,236,4,1,1,411
"18640",30618,34,8,751,10,3,4,1034
"18641",10586,220,9,810,3,4,4,344
"18642",36746,522,7,863,1,2,5,125
"18643",29974,104,10,727,7,5,3,753
"18644",8717,43,11,941,10,7,6,1076
"18645",3570,47,10,1029,9,5,7,957
"18646",30620,113,12,876,7,8,5,785
"18647",1329,136,8,1192,6,3,8,638
"18648",34825,67,7,888,9,2,5,925
"18649",23256,26,8,765,10,3,4,1034
"18650",35364,64,14,1124,9,9,8,998
"18651",32913,140,12,1409,6,8,10,690
"18652",21131,367,5,257,2,1,1,211
"18653",36930,43,16,1507,10,10,10,1110
"18654",11185,305,10,791,2,5,4,254
"18655",2467,75,15,1072,9,10,7,1007
"18656",18356,134,14,1156,6,9,8,698
"18657",12711,316,10,774,2,5,4,254
"18658",13029,107,10,1197,7,5,8,758
"18659",22432,222,8,863,3,3,5,335
"18660",167,143,10,894,6,5,5,655
"18661",5318,87,12,1312,8,8,9,889
"18662",25367,489,11,1182,1,7,8,178
"18663",14272,64,10,1230,9,5,9,959
"18664",26085,237,7,505,3,2,1,321
"18665",2272,317,12,1230,2,8,9,289
"18666",15463,132,12,1172,6,8,8,688
"18667",1300,187,9,763,4,4,4,444
"18668",7330,100,14,1227,8,9,9,899
"18669",30633,320,14,1358,2,9,9,299
"18670",3040,230,8,696,3,3,3,333
"18671",39122,136,12,1335,6,8,9,689
"18672",719,210,8,737,4,3,3,433
"18673",30791,257,10,764,3,5,4,354
"18674",21684,122,9,648,7,4,3,743
"18675",23078,46,10,954,10,5,6,1056
"18676",22415,220,9,664,3,4,3,343
"18677",28143,50,8,409,9,3,1,931
"18678",11382,231,7,426,3,2,1,321
"18679",20509,175,11,1297,5,7,9,579
"18680",1089,34,15,1529,10,10,10,1110
"18681",11653,134,11,785,6,7,4,674
"18682",24930,281,8,677,2,3,3,233
"18683",17916,411,4,310,1,1,1,111
"18684",28960,153,7,543,5,2,2,522
"18685",26027,81,7,657,8,2,3,823
"18686",39933,185,11,819,4,7,4,474
"18687",28730,67,10,805,9,5,4,954
"18688",32200,152,13,1082,5,9,7,597
"18689",910,103,15,1346,7,10,9,809
"18690",30994,69,13,1214,9,9,8,998
"18691",32053,86,11,916,8,7,6,876
"18692",25884,243,6,819,3,1,4,314
"18693",3852,434,6,585,1,1,2,112
"18694",9850,63,11,1245,9,7,9,979
"18695",31561,404,8,1045,1,3,7,137
"18696",12447,152,12,954,5,8,6,586
"18697",23329,84,6,738,8,1,4,814
"18698",18063,163,8,873,5,3,5,535
"18699",5168,74,12,1038,9,8,7,987
"18700",27641,265,10,887,3,5,5,355
"18701",14266,57,8,802,9,3,4,934
"18702",27520,224,11,926,3,7,6,376
"18703",7143,495,9,866,1,4,5,145
"18704",21651,84,10,1114,8,5,8,858
"18705",7848,256,8,572,3,3,2,332
"18706",11293,479,8,966,1,3,6,136
"18707",33481,63,11,936,9,7,6,976
"18708",22015,133,8,740,6,3,4,634
"18709",29688,156,12,1148,5,8,8,588
"18710",10663,172,14,1229,5,9,9,599
"18711",39088,49,12,1133,9,8,8,988
"18712",5840,101,6,523,8,1,2,812
"18713",35546,106,10,1093,7,5,7,757
"18714",7997,159,10,813,5,5,4,554
"18715",38528,113,13,1475,7,9,10,800
"18716",12266,245,9,820,3,4,4,344
"18717",866,68,13,1142,9,9,8,998
"18718",28314,9,7,678,10,2,3,1023
"18719",28631,118,15,1478,7,10,10,810
"18720",19722,75,11,1542,9,7,10,980
"18721",39555,82,6,780,8,1,4,814
"18722",5128,176,12,1181,5,8,8,588
"18723",15515,23,21,2033,10,10,10,1110
"18724",32359,109,17,1681,7,10,10,810
"18725",15982,162,10,968,5,5,6,556
"18726",18946,122,11,1273,7,7,9,779
"18727",25695,173,11,864,5,7,5,575
"18728",38830,286,13,1374,2,9,9,299
"18729",34340,117,6,448,7,1,1,711
"18730",20037,542,8,777,1,3,4,134
"18731",5138,150,9,396,5,4,1,541
"18732",15327,243,12,1300,3,8,9,389
"18733",32326,46,4,317,10,1,1,1011
"18734",3424,33,5,434,10,1,1,1011
"18735",29159,83,8,813,8,3,4,834
"18736",27197,159,11,950,5,7,6,576
"18737",24139,294,9,1062,2,4,7,247
"18738",39505,84,18,1336,8,10,9,909
"18739",2201,167,7,579,5,2,2,522
"18740",1006,171,9,880,5,4,5,545
"18741",35984,95,13,1206,8,9,8,898
"18742",1823,160,11,1297,5,7,9,579
"18743",8210,64,8,1085,9,3,7,937
"18744",15940,154,9,870,5,4,5,545
"18745",10415,244,6,549,3,1,2,312
"18746",12413,103,8,764,7,3,4,734
"18747",4776,153,10,1057,5,5,7,557
"18748",34469,51,20,1805,9,10,10,1010
"18749",14000,29,7,821,10,2,4,1024
"18750",16341,165,23,2067,5,10,10,610
"18751",17917,86,11,1069,8,7,7,877
"18752",17418,119,10,959,7,5,6,756
"18753",21057,179,5,245,4,1,1,411
"18754",39863,47,11,1036,9,7,7,977
"18755",5322,367,10,995,2,5,6,256
"18756",2561,178,6,682,4,1,3,413
"18757",21109,410,7,747,1,2,4,124
"18758",1871,61,16,1873,9,10,10,1010
"18759",5832,150,10,789,5,5,4,554
"18760",34735,418,8,764,1,3,4,134
"18761",33742,14,15,1528,10,10,10,1110
"18762",210,145,14,1276,6,9,9,699
"18763",25678,28,10,1129,10,5,8,1058
"18764",7027,151,10,670,5,5,3,553
"18765",19979,90,5,404,8,1,1,811
"18766",23813,167,12,1227,5,8,9,589
"18767",37251,354,15,1378,2,10,9,309
"18768",12582,122,9,669,7,4,3,743
"18769",11374,129,5,521,6,1,2,612
"18770",14994,446,4,313,1,1,1,111
"18771",6687,184,10,1123,4,5,8,458
"18772",9736,97,11,1167,8,7,8,878
"18773",18294,184,16,1403,4,10,10,510
"18774",2085,82,5,511,8,1,1,811
"18775",9208,203,10,1127,4,5,8,458
"18776",3604,59,8,825,9,3,4,934
"18777",19725,178,11,1063,4,7,7,477
"18778",6186,139,9,756,6,4,4,644
"18779",37967,111,11,1126,7,7,8,778
"18780",25987,107,17,1835,7,10,10,810
"18781",7603,238,9,852,3,4,5,345
"18782",22938,68,20,1653,9,10,10,1010
"18783",38937,77,10,871,8,5,5,855
"18784",25029,326,7,385,2,2,1,221
"18785",26566,337,14,1286,2,9,9,299
"18786",27594,106,15,1511,7,10,10,810
"18787",12865,85,13,1716,8,9,10,900
"18788",20247,134,10,919,6,5,6,656
"18789",24558,34,12,1225,10,8,8,1088
"18790",8876,101,6,345,8,1,1,811
"18791",37757,200,12,1249,4,8,9,489
"18792",23968,12,9,1049,10,4,7,1047
"18793",38311,196,12,1169,4,8,8,488
"18794",6515,120,12,1599,7,8,10,790
"18795",30432,154,6,455,5,1,1,511
"18796",23483,482,10,867,1,5,5,155
"18797",31456,115,11,731,7,7,3,773
"18798",20773,178,9,695,4,4,3,443
"18799",28057,164,9,726,5,4,3,543
"18800",38191,207,8,1091,4,3,7,437
"18801",28940,87,14,1360,8,9,9,899
"18802",22066,35,9,901,10,4,5,1045
"18803",7692,201,13,1287,4,9,9,499
"18804",26488,19,14,1655,10,9,10,1100
"18805",15782,415,9,567,1,4,2,142
"18806",14961,154,8,750,5,3,4,534
"18807",18911,306,11,1153,2,7,8,278
"18808",28669,210,7,578,4,2,2,422
"18809",4017,114,12,1386,7,8,9,789
"18810",3183,84,15,1519,8,10,10,910
"18811",4327,143,9,1159,6,4,8,648
"18812",10975,495,5,716,1,1,3,113
"18813",38146,64,9,1219,9,4,8,948
"18814",31075,178,14,1383,4,9,9,499
"18815",16216,17,11,1102,10,7,7,1077
"18816",34900,170,3,581,5,1,2,512
"18817",28592,62,14,1381,9,9,9,999
"18818",7631,447,8,661,1,3,3,133
"18819",34886,39,11,1250,10,7,9,1079
"18820",8334,86,9,814,8,4,4,844
"18821",37623,107,7,503,7,2,1,721
"18822",11035,61,8,746,9,3,4,934
"18823",16857,80,8,677,8,3,3,833
"18824",22039,286,5,710,2,1,3,213
"18825",10633,187,12,1285,4,8,9,489
"18826",4555,29,15,1676,10,10,10,1110
"18827",17769,197,9,707,4,4,3,443
"18828",36143,115,16,1659,7,10,10,810
"18829",27122,146,12,870,6,8,5,685
"18830",31084,89,12,762,8,8,4,884
"18831",39266,163,11,1047,5,7,7,577
"18832",11325,46,8,757,10,3,4,1034
"18833",25664,145,9,1221,6,4,8,648
"18834",37517,449,5,251,1,1,1,111
"18835",16280,97,10,742,8,5,4,854
"18836",36303,36,10,604,10,5,2,1052
"18837",4980,68,9,829,9,4,5,945
"18838",20246,157,11,1060,5,7,7,577
"18839",12466,104,11,864,7,7,5,775
"18840",4137,235,9,754,3,4,4,344
"18841",16166,423,9,1098,1,4,7,147
"18842",33324,258,7,769,3,2,4,324
"18843",1358,182,11,1106,4,7,8,478
"18844",4657,97,11,946,8,7,6,876
"18845",12183,215,9,1187,3,4,8,348
"18846",39644,165,10,1173,5,5,8,558
"18847",28957,220,7,872,3,2,5,325
"18848",23564,338,10,780,2,5,4,254
"18849",3740,242,10,1146,3,5,8,358
"18850",33334,77,10,1085,8,5,7,857
"18851",38035,131,10,1428,6,5,10,660
"18852",9286,156,12,1222,5,8,8,588
"18853",4387,80,9,754,8,4,4,844
"18854",4334,774,5,502,1,1,1,111
"18855",18483,87,10,846,8,5,5,855
"18856",32447,129,8,498,6,3,1,631
"18857",36591,50,9,1004,9,4,7,947
"18858",32969,128,11,819,6,7,4,674
"18859",15516,58,12,1454,9,8,10,990
"18860",29623,16,8,1129,10,3,8,1038
"18861",13359,311,7,975,2,2,6,226
"18862",3082,182,14,1188,4,9,8,498
"18863",35386,132,9,739,6,4,4,644
"18864",10923,58,18,1605,9,10,10,1010
"18865",33637,143,6,324,6,1,1,611
"18866",21525,64,10,741,9,5,4,954
"18867",10930,185,12,997,4,8,6,486
"18868",35472,122,7,808,7,2,4,724
"18869",12834,562,8,453,1,3,1,131
"18870",22767,157,8,713,5,3,3,533
"18871",23726,39,10,1041,10,5,7,1057
"18872",12856,54,9,700,9,4,3,943
"18873",33693,96,10,795,8,5,4,854
"18874",39515,299,11,1180,2,7,8,278
"18875",4404,143,7,604,6,2,2,622
"18876",18615,117,9,1168,7,4,8,748
"18877",124,140,10,918,6,5,6,656
"18878",15099,94,12,990,8,8,6,886
"18879",6865,99,8,801,8,3,4,834
"18880",20302,101,10,1191,8,5,8,858
"18881",11065,420,10,960,1,5,6,156
"18882",14194,17,10,1108,10,5,8,1058
"18883",38462,346,7,428,2,2,1,221
"18884",34479,69,7,620,9,2,2,922
"18885",837,137,18,1843,6,10,10,710
"18886",19362,102,7,1039,7,2,7,727
"18887",26765,196,12,1214,4,8,8,488
"18888",30959,478,6,699,1,1,3,113
"18889",13411,329,5,322,2,1,1,211
"18890",32197,500,7,696,1,2,3,123
"18891",32803,69,11,976,9,7,6,976
"18892",247,181,9,673,4,4,3,443
"18893",33648,16,9,665,10,4,3,1043
"18894",33220,162,5,746,5,1,4,514
"18895",36540,310,8,502,2,3,1,231
"18896",37095,217,8,839,3,3,5,335
"18897",21528,55,7,708,9,2,3,923
"18898",31340,46,11,1030,10,7,7,1077
"18899",11207,292,10,1068,2,5,7,257
"18900",8134,70,14,1292,9,9,9,999
"18901",5622,423,9,920,1,4,6,146
"18902",3408,168,12,1050,5,8,7,587
"18903",31393,75,13,1152,9,9,8,998
"18904",36186,139,13,1156,6,9,8,698
"18905",33046,58,12,1400,9,8,10,990
"18906",14622,117,11,1179,7,7,8,778
"18907",34162,665,5,328,1,1,1,111
"18908",22354,478,6,495,1,1,1,111
"18909",19296,194,10,695,4,5,3,453
"18910",8060,415,10,831,1,5,5,155
"18911",38432,186,7,528,4,2,2,422
"18912",10226,187,10,1086,4,5,7,457
"18913",31073,145,9,509,6,4,1,641
"18914",33185,377,11,1262,2,7,9,279
"18915",10908,66,13,828,9,9,5,995
"18916",12206,197,10,883,4,5,5,455
"18917",10674,24,5,446,10,1,1,1011
"18918",31136,173,9,668,5,4,3,543
"18919",33364,184,10,857,4,5,5,455
"18920",3544,125,9,937,7,4,6,746
"18921",24641,43,15,1321,10,10,9,1109
"18922",31401,117,16,1705,7,10,10,810
"18923",11576,158,12,1181,5,8,8,588
"18924",33226,27,14,1224,10,9,8,1098
"18925",37092,130,11,962,6,7,6,676
"18926",36685,101,6,515,8,1,2,812
"18927",1390,98,12,1229,8,8,9,889
"18928",8921,226,10,963,3,5,6,356
"18929",3823,378,17,1736,2,10,10,310
"18930",20785,129,10,1116,6,5,8,658
"18931",5141,184,7,608,4,2,2,422
"18932",20201,33,12,1275,10,8,9,1089
"18933",4684,117,8,856,7,3,5,735
"18934",34494,124,10,902,7,5,5,755
"18935",4252,50,16,1833,9,10,10,1010
"18936",38111,11,11,1178,10,7,8,1078
"18937",31367,62,15,1106,9,10,8,1008
"18938",6664,3,7,754,10,2,4,1024
"18939",35491,253,8,737,3,3,3,333
"18940",3152,111,11,858,7,7,5,775
"18941",34627,485,4,319,1,1,1,111
"18942",35950,47,13,1193,9,9,8,998
"18943",39484,319,14,1642,2,9,10,300
"18944",21927,241,11,821,3,7,4,374
"18945",39002,74,11,916,9,7,6,976
"18946",27554,151,13,1471,5,9,10,600
"18947",27942,127,7,503,6,2,1,621
"18948",29053,77,8,715,8,3,3,833
"18949",9731,38,14,1236,10,9,9,1099
"18950",38835,533,4,327,1,1,1,111
"18951",971,569,6,896,1,1,5,115
"18952",18487,273,13,1427,2,9,10,300
"18953",970,160,9,1093,5,4,7,547
"18954",6870,146,9,857,6,4,5,645
"18955",36304,45,3,269,10,1,1,1011
"18956",7986,139,11,983,6,7,6,676
